기준일자,종목코드,종목명,현재가,전일대비,등락률,시가,고가,저가,거래량,시가총액
2025-03-21,000020,동화약품,6090,-40,-0.65,6130,6140,6050,43308,170102652300
2025-03-24,000020,동화약품,6120,30,0.49,6100,6150,6070,22901,170940596400
2025-03-25,000020,동화약품,6160,40,0.65,6090,6240,6090,34584,172057855200
2025-03-26,000020,동화약품,6130,-30,-0.49,6170,6210,6100,25512,171219911100
2025-03-21,000040,KR모터스,390,-16,-3.94,403,404,390,215562,23451818520
2025-03-24,000040,KR모터스,391,1,0.26,390,397,382,83623,23511951388
2025-03-25,000040,KR모터스,388,-3,-0.77,386,400,386,69306,23331552784
2025-03-26,000040,KR모터스,388,0,0.0,388,392,385,78475,23331552784
2025-03-21,000050,경방,6480,-160,-2.41,6710,6710,6480,18367,177650949600
2025-03-24,000050,경방,6430,-50,-0.77,6450,6480,6420,1580,176280186100
2025-03-25,000050,경방,6480,50,0.78,6440,6530,6400,2417,177650949600
2025-03-26,000050,경방,6470,-10,-0.15,6480,6550,6460,2415,177376796900
2025-03-21,000070,삼양홀딩스,62800,2100,3.46,60600,62800,60200,26679,537836218800
2025-03-24,000070,삼양홀딩스,61700,-1100,-1.75,62400,62500,61200,13636,528415520700
2025-03-25,000070,삼양홀딩스,60300,-1400,-2.27,61300,61900,60300,12024,516425541300
2025-03-26,000070,삼양홀딩스,60300,0,0.0,60300,60500,60000,10878,516425541300
2025-03-21,000075,삼양홀딩스우,59800,500,0.84,59200,59900,59200,2309,18182668400
2025-03-24,000075,삼양홀딩스우,60200,400,0.67,61000,61000,60000,1185,18304291600
2025-03-25,000075,삼양홀딩스우,59800,-400,-0.66,60300,60300,59800,655,18182668400
2025-03-26,000075,삼양홀딩스우,60100,300,0.5,59700,60300,59700,44,18273885800
2025-03-21,000080,하이트진로,19740,250,1.28,19520,19800,19370,204535,1384437481140
2025-03-24,000080,하이트진로,19770,30,0.15,19840,20000,19720,162941,1386541489470
2025-03-25,000080,하이트진로,19770,0,0.0,19900,19910,19600,102356,1386541489470
2025-03-26,000080,하이트진로,19670,-100,-0.51,19860,19860,19620,95683,1379528128370
2025-03-21,000087,하이트진로2우B,15200,10,0.07,15250,15250,15150,313,17178097600
2025-03-24,000087,하이트진로2우B,15180,-20,-0.13,15250,15250,15160,1101,17155494840
2025-03-25,000087,하이트진로2우B,15190,10,0.07,15360,15360,15160,303,17166796220
2025-03-26,000087,하이트진로2우B,15170,-20,-0.13,15310,15310,15170,331,17144193460
2025-03-21,000100,유한양행,121200,-9900,-7.55,129200,131800,121100,2007987,9721338556800
2025-03-24,000100,유한양행,119600,-1600,-1.32,122000,122700,119600,440251,9593004054400
2025-03-25,000100,유한양행,125800,6200,5.18,120200,128600,119200,2307338,10090300251200
2025-03-26,000100,유한양행,121600,-4200,-3.34,127100,127100,121300,674565,9753422182400
2025-03-21,000105,유한양행우,108300,-4600,-4.07,112900,113600,107500,13614,127895802000
2025-03-24,000105,유한양행우,106700,-1600,-1.48,108300,109400,106700,5251,126006298000
2025-03-25,000105,유한양행우,112800,6100,5.72,108500,116800,106500,33861,133210032000
2025-03-26,000105,유한양행우,110000,-2800,-2.48,115000,115800,109100,9174,129903400000
2025-03-21,000120,CJ대한통운,87400,-400,-0.46,87800,89400,85800,113193,1993798865600
2025-03-24,000120,CJ대한통운,87700,300,0.34,87400,89000,87100,38986,2000642568800
2025-03-25,000120,CJ대한통운,86500,-1200,-1.37,87100,87700,85200,69957,1973267756000
2025-03-26,000120,CJ대한통운,86300,-200,-0.23,86700,87300,85500,30449,1968705287200
2025-03-21,000140,하이트진로홀딩스,8660,20,0.23,8640,8670,8600,7518,200970584900
2025-03-24,000140,하이트진로홀딩스,8670,10,0.12,8660,8710,8610,23844,201202652550
2025-03-25,000140,하이트진로홀딩스,8580,-90,-1.04,8680,8720,8570,34433,199114043700
2025-03-26,000140,하이트진로홀딩스,8560,-20,-0.23,8620,8630,8560,5712,198649908400
2025-03-21,000145,하이트진로홀딩스우,10160,0,0.0,10160,10160,10160,19,4783429600
2025-03-24,000145,하이트진로홀딩스우,10140,-20,-0.2,10150,10150,10140,19,4774013400
2025-03-25,000145,하이트진로홀딩스우,10140,0,0.0,10140,10140,10010,63,4774013400
2025-03-26,000145,하이트진로홀딩스우,10140,0,0.0,10140,10140,10140,11,4774013400
2025-03-21,000150,두산,318000,-1000,-0.31,315000,329500,311000,150517,5254579530000
2025-03-24,000150,두산,314000,-4000,-1.26,315500,322500,308500,68572,5188484190000
2025-03-25,000150,두산,308500,-5500,-1.75,315000,326500,307500,91567,5097603097500
2025-03-26,000150,두산,323500,15000,4.86,313000,328000,308500,93804,5345460622500
2025-03-21,000155,두산우,147300,1500,1.03,145500,148800,142600,8589,588678852600
2025-03-24,000155,두산우,145700,-1600,-1.09,147400,147700,144500,9741,582284513400
2025-03-25,000155,두산우,142900,-2800,-1.92,145700,149800,142800,8530,571094419800
2025-03-26,000155,두산우,145400,2500,1.75,142900,147000,142000,7423,581085574800
2025-03-21,000157,두산2우B,136800,800,0.59,136000,138800,134600,1049,122167598400
2025-03-24,000157,두산2우B,134600,-2200,-1.61,136900,137200,133400,921,120202914800
2025-03-25,000157,두산2우B,132500,-2100,-1.56,134600,138900,132100,1014,118327535000
2025-03-26,000157,두산2우B,133900,1400,1.06,132500,136300,130100,1765,119577788200
2025-03-21,000180,성창기업지주,1288,-1,-0.08,1289,1294,1257,56209,89840060800
2025-03-24,000180,성창기업지주,1278,-10,-0.78,1290,1290,1271,21149,89142544800
2025-03-25,000180,성창기업지주,1260,-18,-1.41,1283,1284,1251,53550,87887016000
2025-03-26,000180,성창기업지주,1255,-5,-0.4,1253,1263,1221,41301,87538258000
2025-03-21,000210,DL,33750,-1400,-3.98,35250,35250,33750,204140,707261085000
2025-03-24,000210,DL,34350,600,1.78,33750,34500,33750,35811,719834615400
2025-03-25,000210,DL,33850,-500,-1.46,34250,35000,33800,31825,709356673400
2025-03-26,000210,DL,34800,950,2.81,34250,35400,34250,69719,729264763200
2025-03-21,000215,DL우,19770,340,1.75,19400,19780,18900,3652,33334493550
2025-03-24,000215,DL우,19510,-260,-1.32,19790,20000,19150,597,32896103650
2025-03-25,000215,DL우,19610,100,0.51,19500,19830,19390,307,33064715150
2025-03-26,000215,DL우,19140,-470,-2.4,19610,19720,19140,982,32272241100
2025-03-21,000220,유유제약,4430,-25,-0.56,4455,4500,4350,50068,75453314930
2025-03-24,000220,유유제약,4420,-10,-0.23,4430,4440,4360,30166,75282991420
2025-03-25,000220,유유제약,4400,-20,-0.45,4420,4440,4325,37841,74942344400
2025-03-26,000220,유유제약,4400,0,0.0,4400,4405,4335,54560,74942344400
2025-03-21,000225,유유제약1우,4685,-90,-1.88,4805,4805,4650,15009,10620567050
2025-03-24,000225,유유제약1우,4720,35,0.75,4695,4740,4600,10310,10699909600
2025-03-25,000225,유유제약1우,4715,-5,-0.11,4720,4755,4580,9670,10688574950
2025-03-26,000225,유유제약1우,4710,-5,-0.11,4710,4725,4625,7600,10677240300
2025-03-21,000227,유유제약2우B,9220,-220,-2.33,9500,9500,9220,562,3001663200
2025-03-24,000227,유유제약2우B,9430,210,2.28,9400,9510,9400,64,3070030800
2025-03-25,000227,유유제약2우B,9420,-10,-0.11,9540,9540,9400,230,3066775200
2025-03-26,000227,유유제약2우B,9380,-40,-0.42,9480,9480,9240,658,3053752800
2025-03-21,000230,일동홀딩스,6300,-60,-0.94,6350,6550,6250,39763,72704520000
2025-03-24,000230,일동홀딩스,6470,170,2.7,6300,6660,6300,50602,74666388000
2025-03-25,000230,일동홀딩스,6330,-140,-2.16,6410,6600,6110,26391,73050732000
2025-03-26,000230,일동홀딩스,6210,-120,-1.9,6330,6540,6180,12595,71665884000
2025-03-21,000240,한국앤컴퍼니,16110,-140,-0.86,16200,16280,15970,104485,1529406716400
2025-03-24,000240,한국앤컴퍼니,16200,90,0.56,16110,16210,16020,71070,1537950888000
2025-03-25,000240,한국앤컴퍼니,16310,110,0.68,16180,16380,16130,110898,1548393764400
2025-03-26,000240,한국앤컴퍼니,16450,140,0.86,16400,16480,16280,116248,1561684698000
2025-03-21,000250,삼천당제약,188800,13400,7.64,174700,188800,172900,461872,4428770713600
2025-03-24,000250,삼천당제약,192100,3300,1.75,189000,195600,187500,191009,4506180371200
2025-03-25,000250,삼천당제약,185100,-7000,-3.64,192200,193900,184700,157971,4341978067200
2025-03-26,000250,삼천당제약,182600,-2500,-1.35,185700,191200,178900,253349,4283334387200
2025-03-21,000270,기아,95700,-300,-0.31,95500,97400,95500,2448199,38057270882400
2025-03-24,000270,기아,98700,3000,3.13,95900,99500,95800,1564435,39250288778400
2025-03-25,000270,기아,100800,2100,2.13,102900,102900,100100,1515074,40085401305600
2025-03-26,000270,기아,101400,600,0.6,102000,103000,101200,1181983,40324004884800
2025-03-21,000300,DH오토넥스,1984,0,0.0,0,0,0,0,161600154944
2025-03-24,000300,DH오토넥스,1984,0,0.0,0,0,0,0,161600154944
2025-03-25,000300,DH오토넥스,1984,0,0.0,0,0,0,0,161600154944
2025-03-26,000300,DH오토넥스,1984,0,0.0,0,0,0,0,161600154944
2025-03-21,000320,노루홀딩스,14150,-10,-0.07,14150,14200,14010,8668,188069786650
2025-03-24,000320,노루홀딩스,14170,20,0.14,14330,14330,14100,5461,188335609670
2025-03-25,000320,노루홀딩스,14120,-50,-0.35,14170,14260,13920,8049,187671052120
2025-03-26,000320,노루홀딩스,13970,-150,-1.06,14110,14200,13700,24326,185677379470
2025-03-21,000325,노루홀딩스우,28600,-100,-0.35,0,0,0,0,6965787400
2025-03-24,000325,노루홀딩스우,28600,0,0.0,28900,28900,28550,20,6965787400
2025-03-25,000325,노루홀딩스우,28350,-250,-0.87,28600,28600,28300,48,6904897650
2025-03-26,000325,노루홀딩스우,28850,500,1.76,29500,29500,28800,115,7026677150
2025-03-21,000370,한화손해보험,4100,-85,-2.03,4170,4250,4100,438576,478629551500
2025-03-24,000370,한화손해보험,4280,180,4.39,4145,4300,4115,475258,499642556200
2025-03-25,000370,한화손해보험,4230,-50,-1.17,4285,4290,4200,312889,493805610450
2025-03-26,000370,한화손해보험,4170,-60,-1.42,4235,4280,4150,230516,486801275550
2025-03-21,000390,삼화페인트,6290,0,0.0,6280,6350,6170,97090,171109820010
2025-03-24,000390,삼화페인트,6330,40,0.64,6300,6390,6260,71100,172197958770
2025-03-25,000390,삼화페인트,6180,-150,-2.37,6330,6370,6180,92692,168117438420
2025-03-26,000390,삼화페인트,6160,-20,-0.32,6180,6240,6160,91685,167573369040
2025-03-21,000400,롯데손해보험,1812,31,1.74,1781,1825,1778,205447,562329411840
2025-03-24,000400,롯데손해보험,1801,-11,-0.61,1820,1827,1795,69312,558915712320
2025-03-25,000400,롯데손해보험,1781,-20,-1.11,1801,1818,1781,66698,552708985920
2025-03-26,000400,롯데손해보험,1780,-1,-0.06,1782,1793,1777,63818,552398649600
2025-03-21,000430,대원강업,3635,0,0.0,3630,3650,3615,49892,225370000000
2025-03-24,000430,대원강업,3710,75,2.06,3635,3740,3635,57198,230020000000
2025-03-25,000430,대원강업,3700,-10,-0.27,3765,3920,3700,193460,229400000000
2025-03-26,000430,대원강업,3700,0,0.0,3730,3785,3700,34071,229400000000
2025-03-21,000440,중앙에너비스,13710,-150,-1.08,13890,14090,13500,13574,85373952300
2025-03-24,000440,중앙에너비스,13770,60,0.44,14010,14010,13670,10878,85747580100
2025-03-25,000440,중앙에너비스,13530,-240,-1.74,13770,13970,13410,18177,84253068900
2025-03-26,000440,중앙에너비스,13540,10,0.07,13410,13610,13320,8720,84315340200
2025-03-21,000480,CR홀딩스,5250,-50,-0.94,5260,5300,5250,4653,246175072500
2025-03-24,000480,CR홀딩스,5220,-30,-0.57,5250,5250,5180,11852,244768357800
2025-03-25,000480,CR홀딩스,5150,-70,-1.34,5220,5220,5140,14473,241486023500
2025-03-26,000480,CR홀딩스,5160,10,0.19,5160,5210,5150,5434,241954928400
2025-03-21,000490,대동,11150,-280,-2.45,11430,11480,11110,197422,285894786200
2025-03-24,000490,대동,11010,-140,-1.26,11010,11170,11000,135028,282305075880
2025-03-25,000490,대동,10880,-130,-1.18,11060,11380,10730,270046,278971773440
2025-03-26,000490,대동,10720,-160,-1.47,10890,10980,10680,193504,274869247360
2025-03-21,000500,가온전선,48500,-2200,-4.34,50900,51000,48500,97155,802341077500
2025-03-24,000500,가온전선,49150,650,1.34,48950,49800,48000,29391,813094102250
2025-03-25,000500,가온전선,47250,-1900,-3.87,48700,50600,47250,64209,781662183750
2025-03-26,000500,가온전선,47250,0,0.0,47700,49000,47250,67069,781662183750
2025-03-21,000520,삼일제약,12220,-370,-2.94,12450,12660,12210,142964,265073930420
2025-03-24,000520,삼일제약,12200,-20,-0.16,12250,12490,12200,94408,264640094200
2025-03-25,000520,삼일제약,12080,-120,-0.98,12200,12270,11500,155545,262037076880
2025-03-26,000520,삼일제약,11780,-300,-2.48,11980,12190,11710,160247,255529533580
2025-03-21,000540,흥국화재,3230,-80,-2.42,3310,3310,3200,133121,207503743350
2025-03-24,000540,흥국화재,3270,40,1.24,3230,3285,3225,56581,210073449150
2025-03-25,000540,흥국화재,3205,-65,-1.99,3245,3280,3200,46268,205897677225
2025-03-26,000540,흥국화재,3175,-30,-0.94,3220,3230,3175,46763,203970397875
2025-03-21,000545,흥국화재우,5160,-40,-0.77,5200,5200,5040,8015,3962880000
2025-03-24,000545,흥국화재우,5200,40,0.78,5190,5240,5050,5876,3993600000
2025-03-25,000545,흥국화재우,5200,0,0.0,5240,5240,5020,7385,3993600000
2025-03-26,000545,흥국화재우,5470,270,5.19,5200,5470,5100,19630,4200960000
2025-03-21,000590,CS홀딩스,71300,-600,-0.83,72300,72300,71000,607,82314566600
2025-03-24,000590,CS홀딩스,71300,0,0.0,71300,71600,71000,425,82314566600
2025-03-25,000590,CS홀딩스,71000,-300,-0.42,71900,71900,70800,313,81968222000
2025-03-26,000590,CS홀딩스,71200,200,0.28,71300,71700,70600,656,82199118400
2025-03-21,000640,동아쏘시오홀딩스,98400,1400,1.44,97300,99000,96700,10064,624733039200
2025-03-24,000640,동아쏘시오홀딩스,98700,300,0.3,99300,99300,98100,5869,626637713100
2025-03-25,000640,동아쏘시오홀딩스,101700,3000,3.04,99900,101700,98100,11498,645684452100
2025-03-26,000640,동아쏘시오홀딩스,101000,-700,-0.69,101600,101600,98300,9905,641240213000
2025-03-21,000650,천일고속,38300,-250,-0.65,38750,38800,38100,238,54739126000
2025-03-24,000650,천일고속,38950,650,1.7,37900,39000,37900,50,55668119000
2025-03-25,000650,천일고속,38800,-150,-0.39,39350,39350,37500,68,55453736000
2025-03-26,000650,천일고속,38650,-150,-0.39,39000,40000,38350,80,55239353000
2025-03-21,000660,SK하이닉스,215500,5500,2.62,213500,219500,212000,5731880,156884509657500
2025-03-24,000660,SK하이닉스,211500,-4000,-1.86,211500,214500,209500,1611040,153972500197500
2025-03-25,000660,SK하이닉스,208000,-3500,-1.65,214500,215500,208000,2262656,151424491920000
2025-03-26,000660,SK하이닉스,214000,6000,2.88,209000,215500,208500,2058540,155792506110000
2025-03-21,000670,영풍,480000,-11000,-2.24,491000,495000,480000,6494,884179200000
2025-03-24,000670,영풍,483500,3500,0.73,480500,504000,480500,6085,890626340000
2025-03-25,000670,영풍,487000,3500,0.72,485000,489500,482500,3374,897073480000
2025-03-26,000670,영풍,488500,1500,0.31,485500,492000,484500,2839,899836540000
2025-03-21,000680,LS네트웍스,3935,-75,-1.87,3985,4040,3880,373472,310089867960
2025-03-24,000680,LS네트웍스,3855,-80,-2.03,3930,3975,3855,269587,303785626680
2025-03-25,000680,LS네트웍스,3800,-55,-1.43,3885,3930,3775,297043,299451460800
2025-03-26,000680,LS네트웍스,3790,-10,-0.26,3750,3915,3750,232695,298663430640
2025-03-21,000700,유수홀딩스,5500,20,0.36,5480,5520,5450,5902,143229966000
2025-03-24,000700,유수홀딩스,5490,-10,-0.18,5530,5530,5450,15791,142969547880
2025-03-25,000700,유수홀딩스,5520,30,0.55,5490,5530,5460,16684,143750802240
2025-03-26,000700,유수홀딩스,5590,70,1.27,5540,5650,5500,51515,145573729080
2025-03-21,000720,현대건설,34200,250,0.74,33550,34450,33300,669445,3808367163000
2025-03-24,000720,현대건설,33350,-850,-2.49,33700,33850,33200,320296,3713714762750
2025-03-25,000720,현대건설,34850,1500,4.5,33800,35500,33750,1156303,3880748410250
2025-03-26,000720,현대건설,34450,-400,-1.15,34950,35000,34000,381563,3836206104250
2025-03-21,000725,현대건설우,49050,-150,-0.3,48400,49900,48400,3902,51732691650
2025-03-24,000725,현대건설우,49200,150,0.31,48900,49900,48450,1358,51890895600
2025-03-25,000725,현대건설우,49150,-50,-0.1,49200,50200,48750,4154,51838160950
2025-03-26,000725,현대건설우,48150,-1000,-2.03,49150,49250,48150,1754,50783467950
2025-03-21,000760,이화산업,10320,-200,-1.9,10310,10510,10310,2230,28896000000
2025-03-24,000760,이화산업,10300,-20,-0.19,10320,10550,10300,91,28840000000
2025-03-25,000760,이화산업,10260,-40,-0.39,10100,10300,10060,698,28728000000
2025-03-26,000760,이화산업,10270,10,0.1,10150,10600,9800,1263,28756000000
2025-03-21,000810,삼성화재,390500,-6500,-1.64,391500,397500,389500,82233,18499873848500
2025-03-24,000810,삼성화재,391000,500,0.13,390500,395000,388000,44919,18523561267000
2025-03-25,000810,삼성화재,372500,-18500,-4.73,377500,378500,370500,84078,17647126782500
2025-03-26,000810,삼성화재,359500,-13000,-3.49,371000,371000,359500,104823,17031253901500
2025-03-21,000815,삼성화재우,297000,3000,1.02,293500,297000,292000,15068,948024000000
2025-03-24,000815,삼성화재우,296500,-500,-0.17,296000,300500,295500,25879,946428000000
2025-03-25,000815,삼성화재우,281500,-15000,-5.06,281000,284500,278000,24842,898548000000
2025-03-26,000815,삼성화재우,275000,-6500,-2.31,281500,281500,275000,12615,877800000000
2025-03-21,000850,화천기공,27250,-650,-2.33,27700,27900,27150,7182,59950000000
2025-03-24,000850,화천기공,27000,-250,-0.92,27250,27450,26700,5485,59400000000
2025-03-25,000850,화천기공,27000,0,0.0,27000,27350,26850,3149,59400000000
2025-03-26,000850,화천기공,27250,250,0.93,27250,27500,27050,1529,59950000000
2025-03-21,000860,강남제비스코,23450,-300,-1.26,23950,23950,23450,4604,152425000000
2025-03-24,000860,강남제비스코,23350,-100,-0.43,23850,23850,23350,2613,151775000000
2025-03-25,000860,강남제비스코,23300,-50,-0.21,23500,23750,23250,5277,151450000000
2025-03-26,000860,강남제비스코,23900,600,2.58,23700,25000,23250,22163,155350000000
2025-03-21,000880,한화,41550,-5950,-12.53,43200,43750,40900,1780305,3114535439250
2025-03-24,000880,한화,43400,1850,4.45,41550,43800,41250,695330,3253209099000
2025-03-25,000880,한화,42300,-1100,-2.53,44150,44150,41600,505076,3170754490500
2025-03-26,000880,한화,42750,450,1.06,42100,43000,41050,340583,3204485921250
2025-03-21,000885,한화우,40250,-350,-0.86,40600,40600,40100,428,8011078250
2025-03-24,000885,한화우,40500,250,0.62,40250,40500,40150,156,8060836500
2025-03-25,000885,한화우,41100,600,1.48,40500,41300,40500,307,8180256300
2025-03-26,000885,한화우,41200,100,0.24,41500,41500,40350,116,8200159600
2025-03-21,00088K,한화3우B,17630,-1870,-9.59,18680,18680,17410,306009,342100294830
2025-03-24,00088K,한화3우B,18000,370,2.1,17470,18140,17470,73098,349279938000
2025-03-25,00088K,한화3우B,17720,-280,-1.56,18200,18200,17390,127736,343846694520
2025-03-26,00088K,한화3우B,17680,-40,-0.23,17700,17740,17220,57378,343070516880
2025-03-21,000890,보해양조,462,20,4.52,445,480,440,1917734,64273499598
2025-03-24,000890,보해양조,502,40,8.66,465,510,460,4321152,69838304758
2025-03-25,000890,보해양조,504,2,0.4,502,518,494,2656748,70116545016
2025-03-26,000890,보해양조,449,-55,-10.91,509,520,431,4205580,62464937921
2025-03-21,000910,유니온,5170,-60,-1.15,5230,5270,5110,234249,80712070230
2025-03-24,000910,유니온,5160,-10,-0.19,5090,5215,5050,196013,80555954040
2025-03-25,000910,유니온,5060,-100,-1.94,5180,5200,5020,191098,78994792140
2025-03-26,000910,유니온,5110,50,0.99,5050,5160,5040,134459,79775373090
2025-03-21,000950,전방,19260,20,0.1,19120,19500,19040,1220,32356800000
2025-03-24,000950,전방,19490,230,1.19,19260,19500,19130,808,32743200000
2025-03-25,000950,전방,19490,0,0.0,19300,19510,19210,655,32743200000
2025-03-26,000950,전방,19290,-200,-1.03,19490,19490,19210,3272,32407200000
2025-03-21,000970,한국주철관,6220,-70,-1.11,6290,6290,6190,28819,141819110000
2025-03-24,000970,한국주철관,6210,-10,-0.16,6240,6240,6170,16472,141591105000
2025-03-25,000970,한국주철관,6170,-40,-0.64,6250,6280,6130,37307,140679085000
2025-03-26,000970,한국주철관,6210,40,0.65,6190,6290,6160,45959,141591105000
2025-03-21,000990,DB하이텍,49000,1250,2.62,48000,50400,47350,785947,2175530812000
2025-03-24,000990,DB하이텍,47800,-1200,-2.45,49250,49250,47100,228198,2122252506400
2025-03-25,000990,DB하이텍,45100,-2700,-5.65,47900,48250,44800,426290,2002376318800
2025-03-26,000990,DB하이텍,44700,-400,-0.89,45250,46100,44400,259868,1984616883600
2025-03-21,001000,신라섬유,857,-11,-1.27,868,872,855,78535,20805851780
2025-03-24,001000,신라섬유,833,-24,-2.8,854,854,810,47133,20223190820
2025-03-25,001000,신라섬유,1082,249,29.89,833,1082,833,3897474,26268298280
2025-03-26,001000,신라섬유,1082,0,0.0,1146,1255,1002,2859893,26268298280
2025-03-21,001020,페이퍼코리아,708,13,1.87,703,729,695,26988,126012185604
2025-03-24,001020,페이퍼코리아,710,2,0.28,708,714,699,16717,126368152230
2025-03-25,001020,페이퍼코리아,701,-9,-1.27,710,710,699,9565,124766302413
2025-03-26,001020,페이퍼코리아,709,8,1.14,701,720,694,37982,126190168917
2025-03-21,001040,CJ,128100,1600,1.26,128000,131300,126800,197103,3737573443800
2025-03-24,001040,CJ,125800,-2300,-1.8,126900,128100,123500,139419,3670466348400
2025-03-25,001040,CJ,123300,-2500,-1.99,125300,127100,122300,91469,3597523853400
2025-03-26,001040,CJ,126500,3200,2.6,124400,126900,120500,101637,3690890247000
2025-03-21,001045,CJ우,66900,-100,-0.15,67500,68500,66500,10519,151208918700
2025-03-24,001045,CJ우,66900,0,0.0,67600,67700,66000,5227,151208918700
2025-03-25,001045,CJ우,67000,100,0.15,66900,68000,66300,11085,151434941000
2025-03-26,001045,CJ우,68000,1000,1.49,66900,68000,66500,4137,153695164000
2025-03-21,00104K,CJ4우(전환),98800,1800,1.86,97100,98900,96800,31458,417579385600
2025-03-24,00104K,CJ4우(전환),95900,-2900,-2.94,99000,99000,95600,11867,405322500800
2025-03-25,00104K,CJ4우(전환),95500,-400,-0.42,96100,98500,95300,12568,403631896000
2025-03-26,00104K,CJ4우(전환),97000,1500,1.57,95200,97000,92400,15306,409971664000
2025-03-21,001060,JW중외제약,21900,0,0.0,21900,21950,21700,42033,509961867000
2025-03-24,001060,JW중외제약,22400,500,2.28,21750,22850,21700,137380,521604832000
2025-03-25,001060,JW중외제약,22550,150,0.67,22850,22850,22400,66929,525097721500
2025-03-26,001060,JW중외제약,22600,50,0.22,22650,22650,22350,44318,526262018000
2025-03-21,001065,JW중외제약우,28250,100,0.36,28250,28250,28250,40,9660115750
2025-03-24,001065,JW중외제약우,27900,-350,-1.24,28250,28250,27900,59,9540432900
2025-03-25,001065,JW중외제약우,28250,350,1.25,28250,28250,27850,85,9660115750
2025-03-26,001065,JW중외제약우,28400,150,0.53,28150,28400,28000,41,9711408400
2025-03-21,001067,JW중외제약2우B,60900,400,0.66,59900,60900,59600,40,12787355700
2025-03-24,001067,JW중외제약2우B,60700,-200,-0.33,0,0,0,0,12745361100
2025-03-25,001067,JW중외제약2우B,60700,0,0.0,60700,60700,60700,6,12745361100
2025-03-26,001067,JW중외제약2우B,60600,-100,-0.16,60700,60700,60100,13,12724363800
2025-03-21,001070,대한방직,5230,20,0.38,5210,5230,5130,6799,27719000000
2025-03-24,001070,대한방직,5160,-70,-1.34,5230,5270,5100,10986,27348000000
2025-03-25,001070,대한방직,5200,40,0.78,5120,5280,5110,6747,27560000000
2025-03-26,001070,대한방직,5230,30,0.58,5170,5230,5080,3146,27719000000
2025-03-21,001080,만호제강,26050,350,1.36,26700,26700,25000,2223,108107500000
2025-03-24,001080,만호제강,27550,1500,5.76,26050,28000,26050,1675,114332500000
2025-03-25,001080,만호제강,29300,1750,6.35,27350,29400,27350,5140,121595000000
2025-03-26,001080,만호제강,29250,-50,-0.17,29300,30000,27250,2168,121387500000
2025-03-21,001120,LX인터내셔널,25800,-150,-0.58,25750,26000,25500,150477,1000008000000
2025-03-24,001120,LX인터내셔널,25800,0,0.0,25600,26050,25600,122745,1000008000000
2025-03-25,001120,LX인터내셔널,25700,-100,-0.39,25800,26150,25650,152347,996132000000
2025-03-26,001120,LX인터내셔널,25800,100,0.39,25850,26050,25650,92152,1000008000000
2025-03-21,001130,대한제분,127900,-1500,-1.16,128700,130800,127900,5224,216151000000
2025-03-24,001130,대한제분,128700,800,0.63,127200,129500,127200,1306,217503000000
2025-03-25,001130,대한제분,128500,-200,-0.16,131300,131300,128000,1522,217165000000
2025-03-26,001130,대한제분,128400,-100,-0.08,128500,129000,128300,1526,216996000000
2025-03-21,001140,국보,2110,0,0.0,0,0,0,0,33456978680
2025-03-24,001140,국보,2110,0,0.0,0,0,0,0,33456978680
2025-03-25,001140,국보,2110,0,0.0,0,0,0,0,33456978680
2025-03-26,001140,국보,2110,0,0.0,0,0,0,0,33456978680
2025-03-21,001200,유진투자증권,2600,30,1.17,2570,2625,2535,558470,251852686800
2025-03-24,001200,유진투자증권,2630,30,1.15,2605,2645,2595,491882,254758679340
2025-03-25,001200,유진투자증권,2590,-40,-1.52,2645,2645,2560,460027,250884022620
2025-03-26,001200,유진투자증권,2575,-15,-0.58,2590,2600,2565,353721,249431026350
2025-03-21,001210,금호전기,654,-30,-4.39,682,682,628,320799,37587313878
2025-03-24,001210,금호전기,650,-4,-0.61,654,668,640,105618,37357422050
2025-03-25,001210,금호전기,644,-6,-0.92,658,663,631,112118,37012584308
2025-03-26,001210,금호전기,634,-10,-1.55,637,642,626,154282,36437854738
2025-03-21,001230,동국홀딩스,7650,-60,-0.78,7600,7730,7560,23025,243273694950
2025-03-24,001230,동국홀딩스,7590,-60,-0.78,7650,7660,7560,30170,241365665970
2025-03-25,001230,동국홀딩스,7520,-70,-0.92,7590,7640,7490,27850,239139632160
2025-03-26,001230,동국홀딩스,7500,-20,-0.27,7560,7570,7460,34335,238503622500
2025-03-21,001250,GS글로벌,2935,350,13.54,2620,3175,2555,33722897,242236597340
2025-03-24,001250,GS글로벌,2960,25,0.85,2920,3200,2910,25116206,244299941440
2025-03-25,001250,GS글로벌,2785,-175,-5.91,2900,2930,2730,7441052,229856532740
2025-03-26,001250,GS글로벌,2700,-85,-3.05,2760,2780,2700,2920482,222841162800
2025-03-21,001260,남광토건,7890,-140,-1.74,8090,8090,7790,32667,77578993080
2025-03-24,001260,남광토건,7810,-80,-1.01,7900,8000,7800,13964,76792387320
2025-03-25,001260,남광토건,7750,-60,-0.77,7810,8000,7710,21544,76202433000
2025-03-26,001260,남광토건,7830,80,1.03,7930,7930,7650,7969,76989038760
2025-03-21,001270,부국증권,26950,-100,-0.37,27050,27250,26800,2741,279468427700
2025-03-24,001270,부국증권,27050,100,0.37,26850,27350,26850,1150,280505416300
2025-03-25,001270,부국증권,26850,-200,-0.74,26900,26950,26850,212,278431439100
2025-03-26,001270,부국증권,26950,100,0.37,26850,27000,26650,1483,279468427700
