기준일자,종목코드,종목명,현재가,전일대비,등락률,시가,고가,저가,거래량,시가총액
2025-03-24,100660,서암기계공업,3545,-25,-0.7,3535,3580,3535,60600,44667000000
2025-03-25,100660,서암기계공업,3565,20,0.56,3555,3615,3530,59915,44919000000
2025-03-26,100660,서암기계공업,3525,-40,-1.12,3565,3580,3520,25634,44415000000
2025-03-24,100700,세운메디칼,2415,-40,-1.63,2420,2445,2410,29483,105777000000
2025-03-25,100700,세운메디칼,2370,-45,-1.86,2410,2425,2355,77081,103806000000
2025-03-26,100700,세운메디칼,2390,20,0.84,2370,2395,2360,103811,104682000000
2025-03-24,100790,미래에셋벤처투자,4815,25,0.52,4810,4910,4740,113375,255795112710
2025-03-25,100790,미래에셋벤처투자,4750,-65,-1.35,4820,4875,4740,71434,252342011500
2025-03-26,100790,미래에셋벤처투자,4770,20,0.42,4720,4820,4720,81874,253404504180
2025-03-24,100840,SNT에너지,31150,-250,-0.8,31500,31650,30250,144492,644206390450
2025-03-25,100840,SNT에너지,30850,-300,-0.96,31750,32050,30600,178647,638002155550
2025-03-26,100840,SNT에너지,30600,-250,-0.81,30900,31350,29600,192281,632831959800
2025-03-24,101000,KS인더스트리,2090,10,0.48,2085,2095,2025,49960,69538066180
2025-03-25,101000,KS인더스트리,2085,-5,-0.24,2070,2105,2000,131908,69371707170
2025-03-26,101000,KS인더스트리,2125,40,1.92,2100,2170,2060,146572,70702579250
2025-03-24,101140,인바이오젠,7130,-190,-2.6,7050,7480,7050,24523,71615260080
2025-03-25,101140,인바이오젠,7220,90,1.26,7130,7380,7060,5111,72519239520
2025-03-26,101140,인바이오젠,7250,30,0.42,7220,7420,7150,13866,72820566000
2025-03-24,101160,월덱스,20250,0,0.0,20250,20500,20000,110076,334347608250
2025-03-25,101160,월덱스,19570,-680,-3.36,20400,20450,19480,144591,323120133010
2025-03-26,101160,월덱스,19780,210,1.07,19570,19900,19360,93910,326587441540
2025-03-24,101170,우림피티에스,5240,-130,-2.42,5330,5360,5230,71279,70740000000
2025-03-25,101170,우림피티에스,5190,-50,-0.95,5270,5350,5120,94731,70065000000
2025-03-26,101170,우림피티에스,5250,60,1.16,5230,5280,5170,61508,70875000000
2025-03-24,101240,씨큐브,4345,40,0.93,4305,4480,4275,153236,44931414715
2025-03-25,101240,씨큐브,4530,185,4.26,4355,4650,4340,341957,46844489910
2025-03-26,101240,씨큐브,4440,-90,-1.99,4495,4520,4400,102155,45913804680
2025-03-24,101330,모베이스,3075,-30,-0.97,3100,3140,3030,54109,71177114175
2025-03-25,101330,모베이스,3090,15,0.49,3130,3130,3065,36979,71524319610
2025-03-26,101330,모베이스,3080,-10,-0.32,3120,3140,3065,21937,71292849320
2025-03-24,101360,에코앤드림,28200,-400,-1.4,29000,29100,28150,89084,501568414800
2025-03-25,101360,에코앤드림,27100,-1100,-3.9,28500,29000,27000,129482,482003689400
2025-03-26,101360,에코앤드림,27550,450,1.66,27100,27850,26800,91656,490007440700
2025-03-24,101390,아이엠,1079,-462,-29.98,1150,1380,1079,2178180,14007409676
2025-03-25,101390,아이엠,929,-150,-13.9,1130,1142,774,6170107,12060133076
2025-03-26,101390,아이엠,867,-62,-6.67,929,974,865,1173163,11255258748
2025-03-24,101400,엔시트론,377,-2,-0.53,379,382,370,122732,24396579701
2025-03-25,101400,엔시트론,376,-1,-0.27,378,387,373,61575,24331867288
2025-03-26,101400,엔시트론,385,9,2.39,380,416,374,451588,24914279005
2025-03-24,101490,에스앤에스텍,36400,750,2.1,35500,36600,35250,136164,780832670800
2025-03-25,101490,에스앤에스텍,34150,-2250,-6.18,36400,36450,34100,253032,732566915050
2025-03-26,101490,에스앤에스텍,34400,250,0.73,34150,35150,34000,141244,737929776800
2025-03-24,101530,해태제과식품,6500,50,0.78,6420,6530,6330,58657,189259343000
2025-03-25,101530,해태제과식품,6350,-150,-2.31,6480,6540,6320,49182,184891819700
2025-03-26,101530,해태제과식품,6350,0,0.0,6340,6430,6300,34708,184891819700
2025-03-24,101670,하이드로리튬,1699,-61,-3.47,1760,1764,1681,408331,92034779030
2025-03-25,101670,하이드로리튬,1706,7,0.41,1699,1744,1690,341883,92413968820
2025-03-26,101670,하이드로리튬,1682,-24,-1.41,1716,1830,1670,1104842,91113889540
2025-03-24,101680,한국정밀기계,2850,40,1.42,2795,2885,2795,31931,23951400000
2025-03-25,101680,한국정밀기계,2820,-30,-1.05,2850,2890,2780,37684,23699280000
2025-03-26,101680,한국정밀기계,2700,-120,-4.26,2925,3040,2700,190543,22690800000
2025-03-24,101730,위메이드맥스,7770,0,0.0,7770,7990,7770,38932,644409736320
2025-03-25,101730,위메이드맥스,7800,30,0.39,7770,7950,7760,32645,646897804800
2025-03-26,101730,위메이드맥스,7800,0,0.0,7770,7860,7760,25432,646897804800
2025-03-24,101930,인화정공,34750,1750,5.3,33000,35250,32800,16556,334146721750
2025-03-25,101930,인화정공,34350,-400,-1.15,34750,36550,34250,11001,330300428550
2025-03-26,101930,인화정공,34400,50,0.15,34350,34800,33000,7112,330781215200
2025-03-24,102120,어보브반도체,12950,170,1.33,12740,13160,12570,603220,230260751350
2025-03-25,102120,어보브반도체,11980,-970,-7.49,12960,13160,11965,631299,213013420940
2025-03-26,102120,어보브반도체,11830,-150,-1.25,11950,12200,11580,309463,210346307990
2025-03-24,102260,동성케미컬,3780,-15,-0.4,3800,3805,3750,31626,187827171840
2025-03-25,102260,동성케미컬,3750,-30,-0.79,3760,3790,3725,73888,186336480000
2025-03-26,102260,동성케미컬,3770,20,0.53,3750,3775,3745,15503,187330274560
2025-03-24,102280,쌍방울,13450,0,0.0,0,0,0,0,70637274900
2025-03-25,102280,쌍방울,13450,0,0.0,0,0,0,0,70637274900
2025-03-26,102280,쌍방울,13450,0,0.0,0,0,0,0,70637274900
2025-03-24,102370,케이옥션,3280,45,1.39,3150,3300,3150,51348,89311808800
2025-03-25,102370,케이옥션,3225,-55,-1.68,3280,3320,3225,26310,87814202250
2025-03-26,102370,케이옥션,3255,30,0.93,3225,3275,3225,14791,88631078550
2025-03-24,102460,이연제약,11700,-200,-1.68,11850,11890,11700,26504,217465688700
2025-03-25,102460,이연제약,11830,130,1.11,11700,11840,11580,27856,219881974130
2025-03-26,102460,이연제약,11840,10,0.08,11750,11900,11620,32063,220067842240
2025-03-24,102710,이엔에프테크놀로지,26900,-50,-0.19,26750,27000,26100,166860,384342788400
2025-03-25,102710,이엔에프테크놀로지,26600,-300,-1.12,26900,27050,25850,156727,380056437600
2025-03-26,102710,이엔에프테크놀로지,26850,250,0.94,26450,26950,26100,116100,383628396600
2025-03-24,102940,코오롱생명과학,30250,-650,-2.1,31300,31300,29000,54037,375807456750
2025-03-25,102940,코오롱생명과학,29950,-300,-0.99,30200,31400,29100,38627,372080440650
2025-03-26,102940,코오롱생명과학,30200,250,0.83,29550,30750,29400,16380,375186287400
2025-03-24,102950,아하,2465,-35,-1.4,2670,2670,2400,2896,32345490895
2025-03-25,102950,아하,2440,-25,-1.01,2470,2770,2400,4054,32017443320
2025-03-26,102950,아하,2470,30,1.23,2555,2555,2450,1306,32411100410
2025-03-24,103140,풍산,66500,1400,2.15,65500,67600,65200,197025,1863614487000
2025-03-25,103140,풍산,63500,-3000,-4.51,66900,67000,62900,288947,1779541653000
2025-03-26,103140,풍산,67900,4400,6.93,65800,68500,65500,627332,1902848476200
2025-03-24,103230,에스앤더블류,3105,70,2.31,3035,3210,3035,20879,22356000000
2025-03-25,103230,에스앤더블류,3075,-30,-0.97,3105,3125,3070,8656,22140000000
2025-03-26,103230,에스앤더블류,3155,80,2.6,3115,3160,3095,5344,22716000000
2025-03-24,103590,일진전기,28050,450,1.63,27600,28800,27600,383645,1337575189500
2025-03-25,103590,일진전기,27950,-100,-0.36,28250,29200,27700,508865,1332806650500
2025-03-26,103590,일진전기,27950,0,0.0,28050,28300,27200,346237,1332806650500
2025-03-24,103660,씨앗,1399,0,0.0,1399,1399,1399,1,8418441929
2025-03-25,103660,씨앗,1200,-199,-14.22,1200,1200,1200,10,7220965200
2025-03-26,103660,씨앗,1300,100,8.33,1300,1300,1200,10,7822712300
2025-03-24,103840,우양,3305,-80,-2.36,3440,3500,3240,587346,54091044540
2025-03-25,103840,우양,3205,-100,-3.03,3265,3315,3132,396913,52454401740
2025-03-26,103840,우양,3180,-25,-0.78,3200,3225,3135,226793,52045241040
2025-03-24,104040,대성파인텍,810,0,0.0,821,824,806,39891,38252239470
2025-03-25,104040,대성파인텍,807,-3,-0.37,823,828,805,56666,38110564509
2025-03-26,104040,대성파인텍,814,7,0.87,807,829,802,26587,38441139418
2025-03-24,104200,NHN벅스,3055,-45,-1.45,3090,3205,3055,106018,45298165250
2025-03-25,104200,NHN벅스,3080,25,0.82,3095,3210,3045,105185,45668854000
2025-03-26,104200,NHN벅스,3055,-25,-0.81,3060,3105,2985,73460,45298165250
2025-03-24,104460,디와이피엔에프,14900,120,0.81,14800,14950,14620,21707,159633012500
2025-03-25,104460,디와이피엔에프,14820,-80,-0.54,14910,15110,14610,47967,158775922500
2025-03-26,104460,디와이피엔에프,15480,660,4.45,14940,15620,14860,77264,165846915000
2025-03-24,104480,티케이케미칼,1447,25,1.76,1415,1461,1415,158997,131525692998
2025-03-25,104480,티케이케미칼,1460,13,0.9,1447,1474,1446,167784,132707333640
2025-03-26,104480,티케이케미칼,1489,29,1.99,1446,1512,1446,278738,135343301226
2025-03-24,104540,코렌텍,6240,120,1.96,6020,6290,6020,41317,79783017600
2025-03-25,104540,코렌텍,6220,-20,-0.32,6230,6280,6090,24604,79527302800
2025-03-26,104540,코렌텍,6200,-20,-0.32,6220,6400,6110,8631,79271588000
2025-03-24,104620,노랑풍선,4855,75,1.57,4720,4900,4720,52003,76913521730
2025-03-25,104620,노랑풍선,4865,10,0.21,4910,4910,4800,36373,77071942990
2025-03-26,104620,노랑풍선,4830,-35,-0.72,4865,4885,4830,33684,76517468580
2025-03-24,104700,한국철강,8190,130,1.61,8100,8210,8040,20663,298525500000
2025-03-25,104700,한국철강,8050,-140,-1.71,8190,8230,7970,15289,293422500000
2025-03-26,104700,한국철강,8010,-40,-0.5,8050,8100,8000,15078,291964500000
2025-03-24,104830,원익머트리얼즈,21500,-650,-2.93,21900,22000,21300,116730,271072000000
2025-03-25,104830,원익머트리얼즈,20400,-1100,-5.12,21600,21725,20300,123806,257203200000
2025-03-26,104830,원익머트리얼즈,20750,350,1.72,20450,20900,20200,41134,261616000000
2025-03-24,105330,케이엔더블유,3570,-65,-1.79,3710,3985,3440,77617,57334299960
2025-03-25,105330,케이엔더블유,3780,210,5.88,3535,4205,3535,846178,60706905840
2025-03-26,105330,케이엔더블유,3700,-80,-2.12,3780,3785,3680,54296,59422103600
2025-03-24,105550,엣지파운드리,4875,95,1.99,4890,4890,4490,1733524,310689249000
2025-03-25,105550,엣지파운드리,4680,-195,-4.0,4885,4885,4555,1765000,298261679040
2025-03-26,105550,엣지파운드리,4675,-5,-0.11,4650,4680,4430,1227215,297943023400
2025-03-24,105560,KB금융,81800,500,0.62,81100,82100,80700,808002,32190625001400
2025-03-25,105560,KB금융,81900,100,0.12,81000,82000,80100,1311376,32229977843700
2025-03-26,105560,KB금융,81800,-100,-0.12,81700,82700,81700,970252,32190625001400
2025-03-24,105630,한세실업,11970,-100,-0.83,12070,12130,11910,63756,478800000000
2025-03-25,105630,한세실업,12040,70,0.58,11970,12130,11960,61058,481600000000
2025-03-26,105630,한세실업,11970,-70,-0.58,12140,12140,11620,77627,478800000000
2025-03-24,105740,디케이락,8100,-150,-1.82,8270,8400,8010,103961,82364955300
2025-03-25,105740,디케이락,7980,-120,-1.48,8110,8190,7920,90542,81144733740
2025-03-26,105740,디케이락,7950,-30,-0.38,7930,8050,7900,66733,80839678350
2025-03-24,105760,포스뱅크,6890,270,4.08,6600,7730,6550,5921312,66426558900
2025-03-25,105760,포스뱅크,6630,-260,-3.77,6900,6940,6630,428456,63919896300
2025-03-26,105760,포스뱅크,6500,-130,-1.96,6630,6720,6490,203302,62666565000
2025-03-24,105840,우진,7400,-60,-0.8,7430,7500,7360,65337,150394743600
2025-03-25,105840,우진,7420,20,0.27,7420,7510,7330,92745,150801215880
2025-03-26,105840,우진,7460,40,0.54,7450,7480,7310,73654,151614160440
2025-03-24,106080,케이이엠텍,1749,-58,-3.21,1770,1770,1580,849823,43961928285
2025-03-25,106080,케이이엠텍,1748,-1,-0.06,1793,1793,1716,189443,43936792820
2025-03-26,106080,케이이엠텍,1620,-128,-7.32,1790,1790,1602,339671,40719453300
2025-03-24,106190,하이텍팜,15150,-110,-0.72,15300,15310,14790,60874,161092570950
2025-03-25,106190,하이텍팜,14810,-340,-2.24,15200,15200,14600,46594,157477292130
2025-03-26,106190,하이텍팜,14680,-130,-0.88,14810,14940,14560,17433,156094979640
2025-03-24,106240,파인테크닉스,1130,16,1.44,1114,1132,1082,269288,19209254200
2025-03-25,106240,파인테크닉스,1128,-2,-0.18,1131,1176,1119,286430,19175255520
2025-03-26,106240,파인테크닉스,1154,26,2.3,1128,1157,1103,249883,19617238360
2025-03-24,106520,노블엠앤비,411,0,0.0,0,0,0,0,15904036272
2025-03-25,106520,노블엠앤비,411,0,0.0,0,0,0,0,15904036272
2025-03-26,106520,노블엠앤비,411,0,0.0,0,0,0,0,15904036272
2025-03-24,107590,미원홀딩스,72800,0,0.0,72900,73000,72800,329,168896000000
2025-03-25,107590,미원홀딩스,72800,0,0.0,73000,73000,72800,192,168896000000
2025-03-26,107590,미원홀딩스,72900,100,0.14,72900,72900,72800,48,169128000000
2025-03-24,107600,새빗켐,16140,-310,-1.88,16440,16440,16000,11731,80402136300
2025-03-25,107600,새빗켐,16300,160,0.99,16150,16380,15850,8840,81199183500
2025-03-26,107600,새빗켐,16190,-110,-0.67,16150,16400,16080,5010,80651213550
2025-03-24,107640,한중엔시에스,22950,550,2.46,22300,23050,22150,49774,207879860700
2025-03-25,107640,한중엔시에스,23000,50,0.22,22950,23300,22750,63245,208332758000
2025-03-26,107640,한중엔시에스,23450,450,1.96,22800,23600,22250,52834,212408833700
2025-03-24,108230,톱텍,4400,-80,-1.79,4460,4505,4210,65177,167302278000
2025-03-25,108230,톱텍,4345,-55,-1.25,4440,4490,4325,56679,165210999525
2025-03-26,108230,톱텍,4460,115,2.65,4345,4600,4290,125010,169583672700
2025-03-24,108320,LX세미콘,57900,-700,-1.19,58700,59000,57500,28895,941702970000
2025-03-25,108320,LX세미콘,56700,-1200,-2.07,57900,58100,56500,47341,922185810000
2025-03-26,108320,LX세미콘,57000,300,0.53,57000,57300,56100,29997,927065100000
2025-03-24,108380,대양전기공업,17170,-50,-0.29,17220,17590,17000,36122,164271107610
2025-03-25,108380,대양전기공업,16700,-470,-2.74,17100,17200,16500,52659,159774461100
2025-03-26,108380,대양전기공업,16580,-120,-0.72,16700,16890,16500,29591,158626381140
2025-03-24,108490,로보티즈,32650,550,1.71,32200,33400,32200,710238,431225201500
2025-03-25,108490,로보티즈,32950,300,0.92,32950,33400,31450,604573,435187454500
2025-03-26,108490,로보티즈,32950,0,0.0,32950,33200,32100,419776,435187454500
2025-03-24,108670,LX하우시스,30000,0,0.0,30300,30350,30000,10869,269030100000
2025-03-25,108670,LX하우시스,29900,-100,-0.33,30300,30350,29900,17081,268133333000
2025-03-26,108670,LX하우시스,30000,100,0.33,30000,30200,29900,10448,269030100000
2025-03-24,108675,LX하우시스우,18000,-50,-0.28,18020,18400,17990,630,18581940000
2025-03-25,108675,LX하우시스우,18000,0,0.0,18750,18750,17990,588,18581940000
2025-03-26,108675,LX하우시스우,17940,-60,-0.33,18010,18200,17930,1107,18520000200
2025-03-24,108860,셀바스AI,12860,170,1.34,12830,13100,12780,145337,346124199400
2025-03-25,108860,셀바스AI,12390,-470,-3.65,12880,13000,12360,161099,333474248100
2025-03-26,108860,셀바스AI,12660,270,2.18,12450,12730,12280,146059,340741241400
2025-03-24,109070,주성코퍼레이션,4100,0,0.0,0,0,0,0,216521943000
2025-03-25,109070,주성코퍼레이션,4100,0,0.0,0,0,0,0,216521943000
2025-03-26,109070,주성코퍼레이션,1443,258,21.77,1185,1540,867,57512491,76205161890
2025-03-24,109080,옵티시스,8470,-60,-0.7,8470,8550,8380,9661,47736920000
2025-03-25,109080,옵티시스,8450,-20,-0.24,8500,8570,8390,14315,47624200000
2025-03-26,109080,옵티시스,8470,20,0.24,8470,8530,8370,7853,47736920000
2025-03-24,109610,에스와이,3810,30,0.79,3770,3830,3755,118796,186337194000
2025-03-25,109610,에스와이,3775,-35,-0.92,3810,3875,3765,196357,184625435000
2025-03-26,109610,에스와이,3825,50,1.32,3810,3860,3785,186945,187070805000
2025-03-24,109670,씨싸이트,6810,-220,-3.13,7030,7050,6750,21866,39747259620
2025-03-25,109670,씨싸이트,6800,-10,-0.15,6780,7000,6710,12175,39688893600
2025-03-26,109670,씨싸이트,6890,90,1.32,6800,6890,6710,8889,40214187780
2025-03-24,109740,디에스케이,4300,-10,-0.23,4355,4460,4300,25159,110554677000
2025-03-25,109740,디에스케이,4225,-75,-1.74,4230,4460,4225,28538,108626397750
2025-03-26,109740,디에스케이,4430,205,4.85,4220,4430,4175,13548,113897027700
2025-03-24,109820,진매트릭스,2425,40,1.68,2450,2450,2370,32740,49454577000
2025-03-25,109820,진매트릭스,2390,-35,-1.44,2430,2450,2380,51954,48740799600
2025-03-26,109820,진매트릭스,2385,-5,-0.21,2370,2440,2360,50260,48638831400
2025-03-24,109860,동일금속,8130,-110,-1.33,8150,8240,8110,6664,73983000000
2025-03-25,109860,동일금속,8150,20,0.25,8200,8200,8110,978,74165000000
2025-03-26,109860,동일금속,8100,-50,-0.61,8070,8130,8070,5539,73710000000
2025-03-24,109960,AP헬스케어,501,27,5.7,480,509,478,784402,100595423769
2025-03-25,109960,AP헬스케어,486,-15,-2.99,500,503,477,357185,97583584734
2025-03-26,109960,AP헬스케어,485,-1,-0.21,480,500,480,176550,97382795465
2025-03-24,110020,전진바이오팜,2595,-100,-3.71,2720,2745,2580,48172,23507487390
2025-03-25,110020,전진바이오팜,2400,-195,-7.51,2620,2630,2250,130695,21741028800
2025-03-26,110020,전진바이오팜,2405,5,0.21,2490,2490,2340,30437,21786322610
2025-03-24,110790,크리스에프앤씨,4670,5,0.11,4715,4715,4570,12613,109422583200
2025-03-25,110790,크리스에프앤씨,4670,0,0.0,4670,4670,4590,5244,109422583200
2025-03-26,110790,크리스에프앤씨,4570,-100,-2.14,4705,4850,4560,18376,107079487200
2025-03-24,110990,디아이티,15800,250,1.61,15550,16200,15100,90758,298620000000
2025-03-25,110990,디아이티,15160,-640,-4.05,15990,15990,15120,74627,286524000000
2025-03-26,110990,디아이티,16400,1240,8.18,15110,16640,15110,165153,309960000000
2025-03-24,111110,호전실업,8040,20,0.25,8030,8140,8000,35391,78389871360
2025-03-25,111110,호전실업,8070,30,0.37,8040,8130,7950,25556,78682370880
2025-03-26,111110,호전실업,8110,40,0.5,8050,8120,8000,13645,79072370240
2025-03-24,111380,동인기연,15310,-140,-0.91,15420,15420,15260,3894,93819680000
2025-03-25,111380,동인기연,15370,60,0.39,15290,15600,15220,6738,94187360000
2025-03-26,111380,동인기연,15330,-40,-0.26,15350,15440,15180,4942,93942240000
2025-03-24,111710,남화산업,4845,-135,-2.71,4915,4980,4845,7639,99748860000
2025-03-25,111710,남화산업,4985,140,2.89,4845,5000,4835,2617,102631180000
2025-03-26,111710,남화산업,5000,15,0.3,4970,5010,4935,536,102940000000
2025-03-24,111770,영원무역,51400,-1300,-2.47,52200,52700,50100,75245,2277609455200
2025-03-25,111770,영원무역,51100,-300,-0.58,50200,51300,49800,39286,2264316014800
2025-03-26,111770,영원무역,50100,-1000,-1.96,51600,51600,50100,35607,2220004546800
2025-03-24,111870,KH 미래물산,8910,0,0.0,0,0,0,0,43928518590
2025-03-25,111870,KH 미래물산,8910,0,0.0,0,0,0,0,43928518590
2025-03-26,111870,KH 미래물산,8910,0,0.0,0,0,0,0,43928518590
2025-03-24,112040,위메이드,30350,350,1.17,30000,30650,29950,111646,1030336459050
2025-03-25,112040,위메이드,30400,50,0.16,30400,30700,30200,119640,1032033883200
2025-03-26,112040,위메이드,30700,300,0.99,30650,30800,30250,87134,1042218428100
2025-03-24,112190,KC산업,1273,55,4.52,1298,1298,1100,15,9070447069
2025-03-25,112190,KC산업,1269,-4,-0.31,1298,1298,1116,12,9041946057
2025-03-26,112190,KC산업,1273,4,0.32,1111,1295,1111,113,9070447069
2025-03-24,112290,와이씨켐,22350,-150,-0.67,22550,23350,22050,167615,225970680750
2025-03-25,112290,와이씨켐,20850,-1500,-6.71,22350,22700,20850,204986,210804863250
2025-03-26,112290,와이씨켐,21150,300,1.44,20800,21400,20600,91791,213838026750
2025-03-24,112610,씨에스윈드,36900,-400,-1.07,37050,37350,36500,68780,1556124770700
2025-03-25,112610,씨에스윈드,36700,-200,-0.54,36300,36900,36300,100250,1547690490100
2025-03-26,112610,씨에스윈드,36150,-550,-1.5,36950,37300,35950,154993,1524496218450
2025-03-24,113810,디젠스,1429,-31,-2.12,1442,1500,1378,1504290,46625484879
2025-03-25,113810,디젠스,1338,-91,-6.37,1415,1429,1321,1656046,43656332238
2025-03-26,113810,디젠스,1739,401,29.97,1340,1739,1275,7170926,56740180689
2025-03-24,114090,GKL,10680,-60,-0.56,10720,10930,10670,107568,660618555600
2025-03-25,114090,GKL,10800,120,1.12,10660,10800,10650,63811,668041236000
2025-03-26,114090,GKL,10860,60,0.56,10840,10900,10770,50054,671752576200
2025-03-24,114190,강원에너지,7190,-410,-5.39,7580,7580,7150,197567,187824643220
2025-03-25,114190,강원에너지,7140,-50,-0.7,7240,7340,7110,116817,186518491320
2025-03-26,114190,강원에너지,7160,20,0.28,7150,7210,7060,98886,187040952080
2025-03-24,114450,그린생명과학,1621,-5,-0.31,1615,1678,1608,26254,32420000000
2025-03-25,114450,그린생명과학,1604,-17,-1.05,1622,1650,1601,52706,32080000000
2025-03-26,114450,그린생명과학,1615,11,0.69,1623,1623,1604,20389,32300000000
2025-03-24,114630,폴라리스우노,486,-4,-0.82,490,492,481,112067,37790168328
2025-03-25,114630,폴라리스우노,492,6,1.23,485,492,483,109333,38256713616
2025-03-26,114630,폴라리스우노,507,15,3.05,492,514,492,348259,39423076836
2025-03-24,114810,한솔아이원스,8380,-150,-1.76,8520,8530,8310,119621,243968398120
2025-03-25,114810,한솔아이원스,8090,-290,-3.46,8380,8470,8010,151815,235525577660
2025-03-26,114810,한솔아이원스,8340,250,3.09,8110,8410,8030,200746,242803871160
2025-03-24,114840,아이패밀리에스씨,21650,-150,-0.69,21750,22300,21400,59172,374975835000
2025-03-25,114840,아이패밀리에스씨,20450,-1200,-5.54,21600,22250,20450,102832,354191955000
2025-03-26,114840,아이패밀리에스씨,20500,50,0.24,20700,20850,20100,84195,355057950000
2025-03-24,114920,대주이엔티,2680,-5,-0.19,0,0,0,0,9298260000
2025-03-25,114920,대주이엔티,2600,-80,-2.99,2280,2600,2280,101,9020700000
2025-03-26,114920,대주이엔티,2595,-5,-0.19,0,0,0,0,9003352500
2025-03-24,115160,휴맥스,1059,-16,-1.49,1075,1080,1051,25481,46564361316
2025-03-25,115160,휴맥스,1062,3,0.28,1063,1063,1042,30436,46696271688
2025-03-26,115160,휴맥스,1053,-9,-0.85,1062,1065,1050,22723,46300540572
2025-03-24,115180,큐리언트,9250,550,6.32,8700,9300,8580,609687,298745307500
2025-03-25,115180,큐리언트,8990,-260,-2.81,9180,9490,8850,336536,290348142100
2025-03-26,115180,큐리언트,8890,-100,-1.11,9500,9750,8000,800857,287118463100
2025-03-24,115310,인포바인,33050,-950,-2.79,34000,34200,32650,14231,105524783150
2025-03-25,115310,인포바인,31850,-1200,-3.63,33050,33500,31850,15267,101693323550
2025-03-26,115310,인포바인,31250,-600,-1.88,31850,32950,31250,19755,99777593750
2025-03-24,115440,우리넷,6940,40,0.58,6860,7000,6860,63755,74912386480
2025-03-25,115440,우리넷,6720,-220,-3.17,6980,7030,6700,165384,72537642240
2025-03-26,115440,우리넷,6800,80,1.19,6800,7100,6750,104670,73401185600
2025-03-24,115450,HLB테라퓨틱스,7770,860,12.45,7300,7910,7220,1512144,653708134170
2025-03-25,115450,HLB테라퓨틱스,7770,0,0.0,8200,8330,7540,1188697,653708134170
2025-03-26,115450,HLB테라퓨틱스,8390,620,7.98,7770,8390,7600,784704,705870173190
2025-03-24,115480,씨유메디칼,600,-1,-0.17,600,603,590,27585,36374734800
2025-03-25,115480,씨유메디칼,600,0,0.0,594,620,590,21982,36374734800
2025-03-26,115480,씨유메디칼,598,-2,-0.33,595,600,588,40191,36253485684
2025-03-24,115500,케이씨에스,11800,100,0.85,11700,12120,11600,271688,141600000000
2025-03-25,115500,케이씨에스,11990,190,1.61,12460,12600,11800,715796,143880000000
2025-03-26,115500,케이씨에스,11860,-130,-1.08,11800,12080,11710,205693,142320000000
2025-03-24,115530,씨엔플러스,325,-10,-2.99,335,345,316,250269,22087975000
2025-03-25,115530,씨엔플러스,316,-9,-2.77,328,328,312,134605,21476308000
2025-03-26,115530,씨엔플러스,321,5,1.58,316,339,311,170551,21816123000
2025-03-24,115570,스타플렉스,2775,155,5.92,2595,2850,2595,45682,22157009700
2025-03-25,115570,스타플렉스,2705,-70,-2.52,2755,2805,2665,74572,21598094140
2025-03-26,115570,스타플렉스,2275,-430,-15.9,2705,2780,2275,173407,18164755700
2025-03-24,115610,이미지스,1783,-70,-3.78,1853,1853,1780,107183,29687401099
2025-03-25,115610,이미지스,1839,56,3.14,1783,1959,1783,272993,30619815267
2025-03-26,115610,이미지스,1857,18,0.98,1841,1911,1817,225591,30919519821
2025-03-24,116100,태양기계,838,38,4.75,840,840,835,21,6234708268
2025-03-25,116100,태양기계,828,-10,-1.19,849,849,828,23,6160308408
2025-03-26,116100,태양기계,894,66,7.97,900,900,721,272,6651347484
2025-03-24,117580,대성에너지,7800,-30,-0.38,7830,7900,7800,39933,214500000000
2025-03-25,117580,대성에너지,7780,-20,-0.26,7800,7850,7770,28619,213950000000
2025-03-26,117580,대성에너지,7830,50,0.64,7780,7830,7750,19154,215325000000
2025-03-24,117670,알파홀딩스,1151,-8,-0.69,1174,1174,1150,47359,70665277831
2025-03-25,117670,알파홀딩스,1155,4,0.35,1151,1164,1150,176081,70910856555
2025-03-26,117670,알파홀딩스,1133,-22,-1.9,1155,1172,1133,85621,69560173573
2025-03-24,117730,티로보틱스,13890,-50,-0.36,13950,14020,13440,568029,252414108180
2025-03-25,117730,티로보틱스,12990,-900,-6.48,14200,14200,12960,689671,236058982380
2025-03-26,117730,티로보틱스,13300,310,2.39,12990,13490,12800,459399,241692414600
2025-03-24,118000,메타케어,315,-2,-0.63,321,325,307,1112461,51904869660
2025-03-25,118000,메타케어,313,-2,-0.63,315,321,311,545697,51575314932
2025-03-26,118000,메타케어,309,-4,-1.28,318,339,304,1122396,50916205476
2025-03-24,118990,모트렉스,9680,110,1.15,9550,9770,9520,50915,240664063200
2025-03-25,118990,모트렉스,9670,-10,-0.1,9830,10140,9640,124725,240415443300
2025-03-26,118990,모트렉스,9730,60,0.62,9800,9870,9670,50887,241907162700
2025-03-24,119500,포메탈,3265,85,2.67,3215,3815,3200,7642336,38681212480
2025-03-25,119500,포메탈,3080,-185,-5.67,3295,3325,2980,545880,36489474560
2025-03-26,119500,포메탈,3080,0,0.0,3095,3130,3035,193904,36489474560
2025-03-24,119610,인터로조,24900,0,0.0,0,0,0,0,329090302200
2025-03-25,119610,인터로조,24900,0,0.0,0,0,0,0,329090302200
2025-03-26,119610,인터로조,24900,0,0.0,0,0,0,0,329090302200
2025-03-24,119650,KC코트렐,459,0,0.0,0,0,0,0,29474377011
